Job order ID,Company ID,# submissions,# recruiters submitting in job lifetime,# client interviews conducted,# placements,Current Job Status,Age of job since updated,Current Company Status,# company contacts,Finder's fee,Retainer Amount,Flat Fee,Company Churn?,Order Churn?,Age of job (Created to Status Change),Age of Job (Since Created)
16438782,22773046,7,4,1,0,4. Closed,178,2. Active,1,0,1000,5000,0,1,56,247
16369832,22718868,3,1,1,0,4. Closed (REPLACEMENT),74,2. Active,1,0.14,0,0,0,1,253,340
16427347,22731930,3,2,1,0,4. Closed,102,2. Active,8,0.14,1000,0,0,1,254,264
16446895,22104318,2,1,1,0,4. Closed,173,Active- No Current Job Orders,6,0.15,0,0,0,1,46,232
16446892,22104318,2,2,0,0,4. Closed,206,Active- No Current Job Orders,6,0.15,0,0,0,1,13,232
16446922,22104318,2,2,0,0,4. Closed,179,Active- No Current Job Orders,6,0.15,0,0,0,1,40,232
16438554,22880874,2,2,0,0,2. Temporary-Paused (BENCH),179,2. Active,1,0.15,1000,0,0,1,55,247
16343597,21652786,14,3,4,1,3. Filled,20,2. Active,1,0.155,1000,0,0,0,375,379
16391464,22731930,5,3,1,0,3. Filled (REPLACEMENT),179,2. Active,8,0.14,1000,0,0,0,126,318
16399334,22725139,4,2,1,0,2. Temporary-Paused,194,Active- No Current Job Orders,1,0.15,0,0,0,1,102,309
16399363,22725139,2,1,1,0,4. Closed,251,Active- No Current Job Orders,1,0.15,0,0,0,1,45,309
16378026,22777249,4,3,1,0,2. Temporary-Paused,264,2. Active,2,0.15,1000,0,0,1,53,330
16413113,22725139,1,1,1,0,4. Closed,251,Active- No Current Job Orders,1,0.15,0,0,0,1,24,288
16413115,22725139,1,1,1,0,4. Closed,251,Active- No Current Job Orders,1,0.15,0,0,0,1,24,288
16381065,22104318,2,2,0,0,4. Closed,263,Active- No Current Job Orders,6,0.15,0,0,0,1,48,324
16404678,22835473,9,3,2,1,Offer Extended,258,Active- No Current Job Orders,1,0.15,500,0,0,0,28,299
16326988,22773046,3,3,0,0,2. Temporary-Paused,276,2. Active,1,0,1000,5000,0,1,115,404
16351478,22823414,6,3,0,0,4. Closed,279,4. Business Terminated,1,0.185,2500,0,1,1,357,367
16374685,22835041,16,4,9,0,4. Closed,167,Active- No Current Job Orders,0,0,0,0,0,1,324,334
16379487,22305167,3,2,1,0,2. Temporary-Paused,279,2. Active,2,0.175,2500,0,0,1,34,326
16368035,22104318,4,1,0,0,4. Closed,19,Active- No Current Job Orders,6,0.15,0,0,0,1,330,340
16270399,22728705,9,4,5,1,3. Filled,70,4. Business Terminated,1,0.15,500,0,1,0,397,480
16185121,21612139,7,4,6,1,3. Filled,299,2. Active,2,0.15,0,0,0,0,278,590
16364390,21676684,1,1,0,0,2. Temporary-Paused (REPLACEMENT),200,2. Active,2,0.15,1150,0,0,1,133,346
16364314,22826815,16,3,11,1,Offer Extended,20,2. Active,1,0.16,1000,0,0,0,343,346
16364391,21676684,1,1,1,0,2. Temporary-Paused (REPLACEMENT),23,2. Active,2,0.15,1150,0,0,1,310,346
16393797,22725139,1,1,0,0,4. Closed,261,Active- No Current Job Orders,1,0.15,0,0,0,1,42,316
16383490,22725139,1,1,0,0,4. Closed,261,Active- No Current Job Orders,1,0.15,0,0,0,1,46,320
16391471,22731930,3,3,3,2,3. Filled (REPLACEMENT),111,2. Active,8,0.14,1000,0,0,0,194,318
16381063,22104318,2,1,1,0,4. Closed,289,Active- No Current Job Orders,6,0.15,0,0,0,1,314,324
16123634,21676684,5,3,2,1,2. Temporary-Paused (REPLACEMENT),167,2. Active,2,0.15,1150,0,0,1,461,641
16307119,22104318,3,2,0,0,4. Closed,257,Active- No Current Job Orders,6,0.15,0,0,0,1,161,431
16399406,22374203,4,2,1,0,4. Closed,230,2. Active,1,0.125,900,0,0,1,65,308
16426894,22104318,4,2,0,0,4. Closed,208,Active- No Current Job Orders,6,0.15,0,0,0,1,43,264
16402755,22858386,2,1,1,0,4. Closed,199,Active- No Current Job Orders,1,0.14,1500,0,0,1,294,304
16418880,22390242,20,2,13,1,3. Filled,16,2. Active,1,0.2,0,0,0,0,272,281
16307126,22104318,20,4,4,0,4. Closed,235,Active- No Current Job Orders,6,0.15,0,0,0,1,421,431
16438786,22773046,1,1,0,0,4. Closed,227,2. Active,1,0,1000,5000,0,1,7,247
16271490,22725139,10,1,6,0,4. Closed,261,Active- No Current Job Orders,1,0.15,0,0,0,1,205,479
16318736,21828224,2,1,2,0,2. Temporary-Paused,200,2. Active,8,0.15,1300,0,0,1,203,416
16307112,22104318,2,2,1,0,4. Closed,289,Active- No Current Job Orders,6,0.15,0,0,0,1,421,431
16298198,22731930,7,6,2,1,4. Closed,130,2. Active,8,0.14,1000,0,0,1,300,443
16302281,22772964,3,3,2,1,3. Filled,263,4. Business Terminated,4,0.15,1000,0,1,0,162,438
16254187,21605563,7,5,3,1,3. Filled,307,Active- No Current Job Orders,6,0.18,0,0,0,0,182,502
16309278,22725139,3,1,0,0,4. Closed,279,Active- No Current Job Orders,1,0.15,0,0,0,1,138,430
16314445,22276655,2,2,0,0,4. Closed,128,CONTRACT EXPIRED,0,0.175,0,0,1,1,281,422
16326904,22801243,4,3,4,0,3. Filled,359,Active- No Current Job Orders,1,0.016,1000,0,0,0,32,404
16260671,22714719,8,3,6,1,2. Temporary-Paused,199,2. Active,1,0,0,8000,0,1,281,493
16262004,21679711,9,1,3,0,4. Closed,179,2. Active,1,0,0,0,0,1,300,492
16249985,21677305,2,2,1,0,2. Temporary-Paused,426,4. Business Terminated,2,0.0875,0,0,1,1,69,508
16056131,22390242,4,1,2,0,4. Closed,297,2. Active,1,0.2,0,0,0,1,359,669
16249178,22673984,2,2,0,0,2. Temporary-Paused,348,2. Active,1,0.14,1500,0,0,1,148,509
16260725,22718940,9,2,4,2,3. Filled (REPLACEMENT),356,2. Active,1,0.155,2000,0,0,0,124,493
16173145,22661623,15,1,8,1,3. Filled,172,2. Active,1,0.175,1000,0,0,0,422,607
15527210,22104969,7,6,4,0,4. Closed,185,2. Active,1,0.155,1300,0,0,1,682,880
16204711,22673984,2,2,0,0,2. Temporary-Paused,473,2. Active,1,0.14,1500,0,0,1,78,564
16255383,21605614,5,1,3,1,3. Filled,354,No Status,1,0.175,1000,0,0,0,134,501
16245943,22183190,2,1,1,0,2. Temporary-Paused,145,2. Active,2,0.175,1250,0,0,1,356,514
16254189,21605563,5,3,2,0,4. Closed,431,Active- No Current Job Orders,6,0.18,0,0,0,1,58,502
16239364,21605563,11,4,6,0,2. Temporary-Paused,207,Active- No Current Job Orders,6,0.18,0,0,0,1,303,523
16240948,22709252,4,2,2,2,4. Closed,297,4. Business Terminated,1,0.2,0,0,1,1,211,521
16188269,22579022,8,5,5,1,3. Filled,172,2. Active,1,0.155,2000,0,0,0,399,584
16250184,22712358,7,3,2,1,3. Filled,94,2. Active,1,0.13,775,0,0,0,401,508
16269373,22718868,2,2,2,0,4. Closed,289,2. Active,1,0.14,0,0,0,1,471,481
16269380,22718868,4,3,0,0,4. Closed,200,2. Active,1,0.14,0,0,0,1,471,481
16260670,22714719,2,2,0,0,2. Temporary-Paused,200,2. Active,1,0,0,8000,0,1,280,493
16240995,21605563,11,5,0,0,4. Closed,318,Active- No Current Job Orders,6,0.18,0,0,0,1,190,521
16271019,22183190,1,1,1,1,2. Temporary-Paused,423,2. Active,2,0.175,1250,0,0,1,44,480
16237793,22390242,1,1,0,0,4. Closed,297,2. Active,1,0.2,0,0,0,1,216,526
16192918,22669155,4,2,4,1,3. Filled,431,3. Temporary-Paused,2,0.125,900,0,1,0,134,578
16059101,21675721,4,4,4,0,4. Closed,31,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,667,668
16319258,22565732,3,2,0,0,4. Closed,19,2. Active,1,0.155,2000,0,0,1,405,415
16334664,22570739,4,1,0,0,4. Closed,320,2. Active,1,0.175,2500,0,0,1,61,394
16182856,22666189,8,5,3,1,3. Filled,244,2. Active,1,0.16,2000,0,0,0,335,592
16309213,22773046,5,2,1,1,Offer Extended,100,2. Active,1,0,1000,5000,0,0,317,430
16347434,22821928,6,4,3,0,2. Temporary-Paused,325,Active- No Current Job Orders,2,0.135,500,0,0,1,36,374
16350281,21612139,14,5,5,0,2. Temporary-Paused,123,2. Active,2,0.15,0,0,0,1,232,368
16339551,22711095,4,2,0,0,2. Temporary-Paused,324,4. Business Terminated,1,0.1,0,0,1,1,46,383
16326984,22773046,2,2,0,0,4. Closed,340,2. Active,1,0,1000,5000,0,1,51,404
16327459,22803059,1,1,0,0,4. Closed,18,3. Temporary-Paused,1,0.15,1500,0,1,1,393,403
16302283,22772964,3,2,2,0,4. Closed,289,4. Business Terminated,4,0.15,1000,0,1,1,428,438
16250204,22711095,4,3,0,0,2. Temporary-Paused,312,4. Business Terminated,1,0.1,0,0,1,1,183,508
16254320,22711095,3,2,2,0,2. Temporary-Paused,279,4. Business Terminated,1,0.1,0,0,1,1,210,502
16343520,22104318,2,2,1,0,4. Closed,167,Active- No Current Job Orders,6,0.15,0,0,0,1,369,379
16340973,22777249,2,2,1,0,2. Temporary-Paused,279,2. Active,2,0.15,1000,0,0,1,90,382
16347431,22821928,1,1,1,0,2. Temporary-Paused,319,Active- No Current Job Orders,2,0.135,500,0,0,1,42,374
16349855,22614719,7,3,4,0,4. Closed,200,CONTRACT EXPIRED,1,0.175,1500,0,1,1,359,369
14995600,22781397,2,1,2,0,2. Temporary-Paused,325,2. Active,1,0,0,0,0,1,713,1051
16270589,22728758,5,2,4,2,2. Temporary-Paused,314,2. Active,1,0,1500,0,0,1,153,480
16308834,21615967,4,2,1,0,4. Closed,356,3. Temporary-Paused,2,0,0,0,1,1,61,430
16306410,22737435,7,4,1,0,4. Closed,297,CONTRACT EXPIRED,1,0.155,1000,0,1,1,122,432
16306421,21753295,5,1,4,1,4. Closed,143,4. Business Terminated,3,0.175,1500,0,1,1,276,432
16292165,22743791,13,4,3,2,4. Closed,186,2. Active,1,0.1,2500,0,0,1,252,451
16077842,22555130,5,1,3,0,2. Temporary-Paused,200,4. Business Terminated,1,0.155,2000,0,1,1,448,661
16311761,22570739,2,2,2,1,2. Temporary-Paused (BENCH),321,2. Active,1,0.175,2500,0,0,1,91,425
16273822,22730760,8,4,0,0,2. Temporary-Paused,200,2. Active,2,0.15,0,0,0,1,264,477
16260697,22714719,14,5,8,0,2. Temporary-Paused,109,2. Active,1,0,0,8000,0,1,371,493
16283914,22730760,1,1,0,0,2. Temporary-Paused,356,2. Active,2,0.15,0,0,0,1,91,460
16269537,22709252,3,2,0,0,4. Closed,297,4. Business Terminated,1,0.2,0,0,1,1,171,481
16271988,22726431,2,2,0,0,4. Closed,433,2. Active,1,0.12,1500,0,0,1,33,479
15228612,21926418,1,1,0,0,2. Temporary-Paused,440,2. Active,2,0,0,0,0,1,1174,1627
16277415,22687670,4,1,1,1,Offer Extended,432,Active- No Current Job Orders,1,0.16,2000,0,0,0,26,471
16274005,21927210,2,1,0,0,2. Temporary-Paused,446,2. Active,5,0.1,1040,0,0,1,18,477
16268643,22676606,2,1,0,0,4. Closed,384,2. Active,1,0.165,2000,0,0,1,87,484
16273515,22572806,3,2,1,0,4. Closed,241,Active- No Current Job Orders,3,0.175,1000,0,0,1,467,477
16252640,21675721,1,1,0,0,FROZEN-UNRESPONSIVE,285,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,207,505
16277710,22731932,6,4,4,1,3. Filled,58,2. Active,3,0.175,2500,0,0,0,400,471
16284990,21746728,1,1,0,0,2. Temporary-Paused,436,5. Won!,1,0.13,0,0,0,1,10,459
16173045,22570739,13,4,10,1,2. Temporary-Paused (REPLACEMENT),433,2. Active,1,0.175,2500,0,0,1,161,607
16275818,21605566,2,2,0,0,4. Closed,402,No Status,1,0.2,0,0,0,1,58,473
16286910,22183190,6,4,2,0,2. Temporary-Paused,200,2. Active,2,0.175,1250,0,0,1,244,457
16276517,21828224,4,2,3,1,Offer Extended,200,2. Active,8,0.15,1300,0,0,0,259,472
16294211,22183190,1,1,0,0,2. Temporary-Paused,341,2. Active,2,0.175,1250,0,0,1,95,449
16286713,22711095,1,1,0,0,2. Temporary-Paused,317,4. Business Terminated,1,0.1,0,0,1,1,127,457
16284780,22728759,4,2,3,0,4. Closed,411,2. Active,1,0.15,1000,0,0,1,35,459
16121354,22374203,4,4,2,0,4. Closed (REPLACEMENT),15,2. Active,1,0.125,900,0,0,1,614,642
16280632,22725139,3,1,2,0,4. Closed,261,Active- No Current Job Orders,1,0.15,0,0,0,1,191,465
16240465,21926571,1,1,1,1,3. Filled,431,No Status,2,0,0,0,0,0,78,522
16024748,22474463,4,2,1,0,2. Temporary-Paused,52,2. Active,0,0,0,0,0,1,617,682
16294013,22570739,7,1,5,2,2. Temporary-Paused (BENCH),167,2. Active,1,0.175,2500,0,0,1,269,449
16292173,22743791,9,4,2,0,2. Temporary-Paused,356,2. Active,1,0.1,2500,0,0,1,82,451
16328770,22804484,6,2,1,2,3. Filled,287,4. Business Terminated,2,0.175,1500,0,1,0,102,402
16314766,22390242,2,2,1,1,4. Closed,318,2. Active,1,0.2,0,0,0,1,91,422
16320770,22104318,2,2,0,0,4. Closed,297,Active- No Current Job Orders,6,0.15,0,0,0,1,404,414
16309219,22773046,4,3,1,0,4. Closed,319,2. Active,1,0,1000,5000,0,1,98,430
16341465,22578965,4,1,4,0,4. Closed,193,Active- No Current Job Orders,2,0.175,0,0,0,1,175,381
16343523,22104318,1,1,1,0,4. Closed,297,Active- No Current Job Orders,6,0.15,0,0,0,1,369,379
16312804,22718868,4,2,1,0,3. Filled,156,2. Active,1,0.14,0,0,0,0,255,424
16053656,22540562,6,2,0,0,4. Closed,297,4. Business Terminated,1,0.155,1500,0,1,1,360,670
16053578,22462028,2,1,0,0,2. Temporary-Paused,605,Active- No Current Job Orders,1,0.14,1500,0,0,1,52,670
14961367,21679711,23,1,2,0,2. Temporary-Paused,398,2. Active,1,0,0,0,0,1,651,1062
14994187,21677560,4,4,0,0,4. Closed,529,2. Active,2,0.1425,0,0,0,1,509,1051
16094999,22572806,20,5,7,1,4. Closed,32,Active- No Current Job Orders,3,0.175,1000,0,0,1,608,653
16100483,22579022,9,4,7,2,4. Closed,398,2. Active,1,0.155,2000,0,0,1,240,651
16099955,22578965,16,3,8,1,3. Filled,391,Active- No Current Job Orders,2,0.175,0,0,0,0,248,652
15427526,22104969,19,5,8,1,3. Filled,276,2. Active,1,0.155,1300,0,0,0,618,907
16093334,21747070,2,1,0,0,2. Temporary-Paused (REPLACEMENT),569,Active- No Current Job Orders,2,0.13,1000,3000,0,1,72,654
16122935,22601774,12,4,6,1,3. Filled,340,CONTRACT EXPIRED,1,0.15,1500,0,1,0,288,641
16177678,22663054,16,5,5,0,2. Temporary-Paused,200,2. Active,1,0.175,1500,0,0,1,387,600
16186961,21808294,7,3,3,0,4. Closed,11,Active- No Current Job Orders,1,0.175,0,0,0,1,561,585
16191067,22669251,7,3,6,1,2. Temporary-Paused,200,4. Business Terminated,1,0.14,1500,0,1,1,366,579
16107920,22579022,7,3,4,0,2. Temporary-Paused,292,2. Active,1,0.155,2000,0,0,1,343,648
16188673,22390242,4,3,1,2,4. Closed,297,2. Active,1,0.2,0,0,0,1,273,583
15899081,22182788,15,2,11,1,2. Temporary-Paused,200,CONTRACT EXPIRED,1,0.14,1200,0,1,1,530,743
16158731,21746608,6,1,2,1,2. Temporary-Paused,200,No Status,2,0,0,0,0,1,412,625
16041515,22183190,2,1,2,0,2. Temporary-Paused,200,2. Active,2,0.175,1250,0,0,1,462,675
15762983,22307882,18,4,4,0,2. Temporary-Paused,200,Active- No Current Job Orders,1,0.14,1300,0,0,1,586,799
16087691,22564073,4,3,1,0,4. Closed,544,2. Active,2,0,0,0,0,1,99,656
15929326,22390242,5,3,1,0,2. Temporary-Paused,200,2. Active,1,0.2,0,0,0,1,512,725
16036469,21779506,6,4,2,1,4. Closed,515,3. Temporary-Paused,1,0.155,1300,0,1,1,149,677
16122794,22390242,4,1,3,0,3. Filled,562,2. Active,1,0.2,0,0,0,0,66,641
16161749,21800341,6,1,3,0,2. Temporary-Paused,398,Active- No Current Job Orders,3,0.155,1300,0,0,1,213,624
15537509,22188776,13,3,8,0,2. Temporary-Paused,167,No Status,1,0.145,1600,0,0,1,697,877
16168927,21828224,10,5,2,0,2. Temporary-Paused,200,2. Active,8,0.15,1300,0,0,1,400,613
16190869,22663054,1,1,1,1,Offer Extended,465,2. Active,1,0.175,1500,0,0,0,101,579
16189611,22668917,13,5,7,1,2. Temporary-Paused (REPLACEMENT),167,2. Active,1,0.165,2000,0,0,1,402,582
16217688,22688230,11,1,2,1,3. Filled,419,CONTRACT EXPIRED,1,0.165,1000,0,1,0,116,548
16237787,22390242,4,3,1,0,4. Closed,297,2. Active,1,0.2,0,0,0,1,216,526
16151120,22374203,3,1,0,0,4. Closed,396,2. Active,1,0.125,900,0,0,1,219,628
15229158,21677560,11,6,5,1,3. Filled,284,2. Active,2,0.1425,0,0,0,0,1013,1310
16205742,22674546,3,3,3,0,4. Closed,440,4. Business Terminated,2,0.15,1500,0,1,1,110,563
16102304,22104318,4,1,1,0,4. Closed,462,Active- No Current Job Orders,6,0.15,0,0,0,1,174,649
16150706,22305167,13,4,10,0,2. Temporary-Paused,283,2. Active,2,0.175,2500,0,0,1,332,628
16103276,21808294,4,3,1,0,3. Filled,462,Active- No Current Job Orders,1,0.175,0,0,0,0,174,649
16170436,21926763,4,1,3,0,4. Closed,297,CONTRACT EXPIRED,1,0.14,550,0,1,1,301,611
16170165,21605563,4,2,0,0,4. Closed,577,Active- No Current Job Orders,6,0.18,0,0,0,1,22,612
15070726,21780250,30,4,12,0,2. Temporary-Paused (BENCH),28,Active- No Current Job Orders,1,0.155,0,0,0,1,990,1031
16162217,22555130,10,3,6,0,FROZEN-UNRESPONSIVE,179,4. Business Terminated,1,0.155,2000,0,1,1,432,624
16077848,22555130,8,2,3,2,2. Temporary-Paused,200,4. Business Terminated,1,0.155,2000,0,1,1,448,661
16216244,21927210,3,1,2,0,FROZEN-UNRESPONSIVE,433,2. Active,5,0.1,1040,0,0,1,104,550
15229692,21926559,2,1,1,2,3. Filled,367,2. Active,1,0,0,0,0,0,730,1110
16222790,22183190,8,3,2,1,3. Filled,445,2. Active,2,0.175,1250,0,0,0,84,542
16222799,22183190,5,3,0,0,2. Temporary-Paused,200,2. Active,2,0.175,1250,0,0,1,329,542
16214067,22676606,2,1,0,0,4. Closed,527,2. Active,1,0.165,2000,0,0,1,14,554
16222769,22183190,2,2,0,0,2. Temporary-Paused,408,2. Active,2,0.175,1250,0,0,1,121,542
16222778,22183190,3,2,2,0,2. Temporary-Paused,208,2. Active,2,0.175,1250,0,0,1,321,542
16184199,21828224,4,4,2,0,2. Temporary-Paused,307,2. Active,8,0.15,1300,0,0,1,271,591
16552702,22972062,14,7,3,1,FROZEN-UNRESPONSIVE,4,2. Active,2,0.15,1000,0,0,1,49,54
16520281,21758947,9,5,1,0,FROZEN-UNRESPONSIVE,20,FROZEN- UNRESPONSIVE,2,0.125,2500,0,1,1,111,123
16535785,22962417,11,4,1,0,1. Active,9,2. Active,1,0.165,500,0,0,0,87,88
16544125,22564073,9,3,4,0,1. Active,10,2. Active,2,0,0,0,0,0,66,68
16552046,21780250,2,2,1,0,2. Temporary-Paused,6,Active- No Current Job Orders,1,0.155,0,0,0,1,38,57
16554447,21605557,9,3,4,0,1. Active,5,2. Active,2,0.15,1000,0,0,0,50,51
16540069,21927135,4,1,3,0,3. Filled,7,2. Active,1,0.15,0,0,0,0,76,78
16534764,22777249,4,3,0,0,2. Temporary-Paused,5,2. Active,2,0.15,1000,0,0,1,86,89
16526620,22731930,5,4,4,0,3. Filled,12,2. Active,8,0.14,1000,0,0,0,108,109
16561444,22803059,3,2,0,0,4. Closed,12,3. Temporary-Paused,1,0.15,1500,0,1,1,26,36
16452791,21612139,11,4,4,0,1. Active,19,2. Active,2,0.15,0,0,0,0,217,220
16402411,22822577,5,1,1,1,3. Filled,16,Active- No Current Job Orders,1,0.16,1000,0,0,0,301,305
16472768,22390242,13,2,3,0,3. Filled,4,2. Active,1,0.2,0,0,0,0,178,180
16542934,22731930,7,3,2,0,1. Active,2,2. Active,8,0.14,1000,0,0,0,68,72
16551116,22570739,9,4,3,1,3. Filled,12,2. Active,1,0.175,2500,0,0,0,50,59
16542317,22966019,9,2,6,0,1. Active,11,2. Active,1,0.13,1000,0,0,0,70,73
16529780,22731930,13,6,5,0,4. Closed,20,2. Active,8,0.14,1000,0,0,1,91,101
16542315,22966019,12,4,5,0,1. Active,5,2. Active,1,0.13,1000,0,0,0,73,73
16531081,22957751,12,4,2,0,1. Active,6,2. Active,1,0.15,500,0,0,0,89,99
16501027,21677494,4,3,2,1,4. Closed,20,Active- No Current Job Orders,2,0.13,500,0,0,1,142,152
16553165,22565732,13,7,1,0,1. Active,5,2. Active,1,0.155,2000,0,0,0,52,53
16168278,22565732,5,4,3,1,3. Filled,6,2. Active,1,0.155,2000,0,0,0,595,614
16531696,22565732,8,2,1,0,1. Active,4,2. Active,1,0.155,2000,0,0,0,92,96
16559417,21612139,4,2,2,0,1. Active,5,2. Active,2,0.15,0,0,0,0,34,39
16562985,22731930,3,1,3,1,3. Filled,0,2. Active,8,0.14,1000,0,0,0,22,32
16564455,22966003,3,2,0,0,2. Temporary-Paused,4,2. Active,1,0.12,0,0,0,1,12,29
16549908,22305167,2,2,2,0,4. Closed,5,2. Active,2,0.175,2500,0,0,1,60,61
16562024,22977012,3,1,0,0,1. Active,9,2. Active,1,0.175,0,0,0,0,32,33
15888353,22305167,3,3,1,0,2. Temporary-Paused,7,2. Active,2,0.175,2500,0,0,1,726,746
16520702,22939308,17,8,2,0,2. Temporary-Paused,2,2. Active,1,0.185,1000,0,0,1,121,122
16562986,22731930,1,1,1,0,4. Closed,0,2. Active,8,0.14,1000,0,0,1,24,32
16517217,22923400,3,1,1,1,3. Filled,20,2. Active,1,0.16,1000,0,0,0,97,130
16525829,22911427,5,3,0,0,4. Closed,75,4. Business Terminated,4,0.15,1000,0,1,1,100,110
16531683,22958239,1,1,1,0,3. Filled,83,2. Active,1,0,0,0,0,0,0,96
16526619,22731930,4,2,3,1,3. Filled,41,2. Active,8,0.14,1000,0,0,0,55,109
16473969,22772964,3,2,1,0,4. Closed,82,4. Business Terminated,4,0.15,1000,0,1,1,168,178
16530114,22875718,6,1,2,0,4. Closed (REPLACEMENT),61,Active- No Current Job Orders,2,0.2,1000,0,0,1,26,100
16519313,22731930,6,4,3,0,3. Filled,12,2. Active,8,0.14,1000,0,0,0,99,124
16519505,21926418,4,2,0,0,2. Temporary-Paused,71,2. Active,2,0,0,0,0,1,40,124
16529352,22891525,1,1,0,0,2. Temporary-Paused,61,3. Temporary-Paused,1,0.1,500,0,1,1,27,101
16528935,22904265,6,4,2,0,2. Temporary-Paused,39,2. Active,1,0.15,500,0,0,1,50,102
16508042,22923400,3,3,2,0,2. Temporary-Paused,6,2. Active,1,0.16,1000,0,0,1,144,149
16538970,22183190,7,2,0,0,2. Temporary-Paused,30,2. Active,2,0.175,1250,0,0,1,37,80
16543360,21677494,4,2,1,0,4. Closed,20,Active- No Current Job Orders,2,0.13,500,0,0,1,61,71
16542932,22731930,10,4,5,1,4. Closed,5,2. Active,8,0.14,1000,0,0,1,67,72
16543570,21677494,3,2,2,0,4. Closed (REPLACEMENT),6,Active- No Current Job Orders,2,0.13,500,0,0,1,52,71
16530233,21828224,7,2,2,0,2. Temporary-Paused (REPLACEMENT),6,2. Active,8,0.15,1300,0,0,1,90,100
16549914,22305167,2,1,1,0,2. Temporary-Paused,5,2. Active,2,0.175,2500,0,0,1,57,61
16520286,21758947,10,8,0,0,FROZEN-UNRESPONSIVE,33,FROZEN- UNRESPONSIVE,2,0.125,2500,0,1,1,77,123
16519303,22731930,5,5,3,0,4. Closed,12,2. Active,8,0.14,1000,0,0,1,99,124
16531079,22957751,3,1,2,0,Candidates in Review- Pause Subs,0,2. Active,1,0.15,500,0,0,0,86,99
16529020,22374203,2,2,0,0,2. Temporary-Paused,65,2. Active,1,0.125,900,0,0,1,24,102
16397605,22817762,6,5,0,0,2. Temporary-Paused,54,Active- No Current Job Orders,3,0.15,1000,0,0,1,244,311
16539139,21808294,3,2,0,0,2. Temporary-Paused (REPLACEMENT),53,Active- No Current Job Orders,1,0.175,0,0,0,1,76,80
16535772,22731930,2,2,1,0,4. Closed,20,2. Active,8,0.14,1000,0,0,1,83,88
16490184,21677560,10,3,2,0,1. Active,11,2. Active,2,0.1425,0,0,0,0,128,152
16542318,22966019,2,2,2,0,1. Active,11,2. Active,1,0.13,1000,0,0,0,71,73
16549910,22305167,4,1,2,0,4. Closed,33,2. Active,2,0.175,2500,0,0,1,15,61
16552044,21780250,1,1,0,0,4. Closed,23,Active- No Current Job Orders,1,0.155,0,0,0,1,21,57
16460353,22826815,7,2,2,0,Candidates in Review- Pause Subs,41,2. Active,1,0.16,1000,0,0,0,152,206
16527708,22564115,9,5,1,0,4. Closed,23,2. Active,1,0.155,2000,0,0,1,97,107
16507336,22564115,5,2,1,0,Offer Extended (REPLACEMENT),6,2. Active,1,0.155,2000,0,0,0,149,150
15753521,21828224,6,2,3,0,2. Temporary-Paused,38,2. Active,8,0.15,1300,0,0,1,751,802
15706373,22278632,19,4,7,0,4. Closed,657,No Status,0,0,0,0,0,1,146,816
15753479,21828224,9,2,3,0,4. Closed,654,2. Active,8,0.15,1300,0,0,1,135,802
15726311,21675955,7,6,1,0,2. Temporary-Paused,174,Active- No Current Job Orders,7,0.15,0,0,0,1,626,813
15636476,21605410,8,4,7,0,2. Temporary-Paused,200,No Status,1,0.15,0,0,0,1,630,843
15635441,22251320,8,3,2,0,2. Temporary-Paused,598,No Status,1,0.125,1000,0,0,1,232,843
15679088,22262576,12,4,2,0,4. Closed,165,2. Active,2,0.125,3000,0,0,1,649,827
15767459,22305167,3,3,3,0,4. Closed,505,2. Active,2,0.175,2500,0,0,1,277,795
15900722,22376012,3,1,0,0,4. Closed,10,Active- No Current Job Orders,1,0.185,0,0,0,1,719,742
15822506,21927135,16,5,9,3,2. Temporary-Paused,200,2. Active,1,0.15,0,0,0,1,561,774
15873290,22364273,7,5,2,0,4. Closed,462,No Status,1,0,1200,2900,0,1,279,754
15873287,22364273,2,1,1,0,2. Temporary-Paused,600,No Status,1,0,1200,2900,0,1,141,754
15690311,22276655,11,3,5,0,4. Closed,409,CONTRACT EXPIRED,0,0.175,0,0,1,1,400,822
15928536,22390212,4,2,2,1,3. Filled,684,Active- No Current Job Orders,1,0.155,1500,0,0,0,28,725
15423327,21753295,6,3,1,0,4. Closed,297,4. Business Terminated,3,0.175,1500,0,1,1,598,908
14935819,21677482,4,4,1,0,2. Temporary-Paused (REPLACEMENT),365,No Status,2,0.13,0,0,0,1,694,1072
15929994,22390374,7,5,1,0,4. Closed,297,No Status,1,0.14,1300,0,0,1,414,724
16037117,21926418,4,1,1,0,2. Temporary-Paused,200,2. Active,2,0,0,0,0,1,463,676
16002362,22462028,6,1,5,1,2. Temporary-Paused,605,Active- No Current Job Orders,1,0.14,1500,0,0,1,73,691
16041491,22305167,6,3,3,1,3. Filled,607,2. Active,2,0.175,2500,0,0,0,55,675
16063181,22546082,2,2,0,0,4. Closed,292,No Status,0,0.175,0,0,0,1,362,667
16063184,22546082,7,3,0,0,4. Closed,297,No Status,0,0.175,0,0,0,1,357,667
16057871,22104318,4,3,0,0,4. Closed,200,Active- No Current Job Orders,6,0.15,0,0,0,1,658,668
15819446,22336010,10,4,4,0,3. Filled,157,4. Business Terminated,1,0.14,1300,0,1,0,605,775
15846302,22350362,7,4,0,0,4. Closed,297,No Status,1,0.125,1300,0,0,1,456,766
